key,path,line,usage
project.version,eblocker-icapserver/src/main/java/org/eblocker/server/common/status/StartupStatusReporter.java,56,injection
write.startup.status.file.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/status/StartupStatusReporter.java,57,injection
localClock,eblocker-icapserver/src/main/java/org/eblocker/server/common/status/StartupStatusReporter.java,60,injection
system.requirement.heap_size_mb,eblocker-icapserver/src/main/java/org/eblocker/server/common/system/SystemRequirements.java,36,injection
system.requirement.total_memory,eblocker-icapserver/src/main/java/org/eblocker/server/common/system/SystemRequirements.java,37,injection
unlimitedCachePoolExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/system/unix/CommandRunnerUnix.java,35,injection
script.wrapper.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/system/unix/ScriptRunnerUnix.java,39,injection
kill.process.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/system/unix/ScriptRunnerUnix.java,40,injection
unlimitedCachePoolExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/system/unix/ScriptRunnerUnix.java,41,injection
transaction.cache.size,eblocker-icapserver/src/main/java/org/eblocker/server/common/transaction/TransactionCache.java,39,injection
lowPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/AutomaticUpdater.java,78,injection
update.automatic.config,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/AutomaticUpdater.java,82,injection
localClock,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/AutomaticUpdater.java,83,injection
network.control.bar.host.name,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/ControlBarAliasUpdater.java,52,injection
network.control.bar.host.fallback.ip,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/ControlBarAliasUpdater.java,53,injection
network.control.bar.updater.initial.delay,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/ControlBarAliasUpdater.java,54,injection
network.control.bar.updater.regular.period,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/ControlBarAliasUpdater.java,55,injection
network.control.bar.updater.error.period,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/ControlBarAliasUpdater.java,56,injection
network.control.bar.updater.error.log.threshold,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/ControlBarAliasUpdater.java,57,injection
lowPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/ControlBarAliasUpdater.java,60,injection
updates.start.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,76,injection
updates.running.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,77,injection
updates.downloadStart.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,78,injection
updates.downloadRunning.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,79,injection
updates.check.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,80,injection
updates.running.info.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,81,injection
updates.failed.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,82,injection
updates.recovery.start.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,83,injection
updates.recovery.running.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,84,injection
pin.eblocker-lists.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,85,injection
unpin.eblocker-lists.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,86,injection
eblocker-lists.pinning.filename,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,87,injection
eblocker-lists.pinning.version,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,88,injection
project.version,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/DebianUpdater.java,89,injection
update.observer.fixedDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/UpdateStatusObserver.java,48,injection
lowPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/update/UpdateStatusObserver.java,49,injection
openvpn.server.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/backup/OpenVpnServerBackupProvider.java,55,injection
openvpn.server.ca.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/backup/OpenVpnServerBackupProvider.java,56,injection
diagnostics.report.file,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/boot/DiagnosticsReportController.java,39,injection
tmpDir,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/ConfigurationBackupControllerImpl.java,62,injection
network.vpn.subnet.ip,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/ControlBarControllerImpl.java,81,injection
network.vpn.subnet.netmask,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/ControlBarControllerImpl.java,82,injection
registration.fallback.product.id,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/DeviceRegistrationControllerImpl.java,84,injection
registration.fallback.product.name,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/DeviceRegistrationControllerImpl.java,85,injection
registration.fallback.product.features,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/DeviceRegistrationControllerImpl.java,86,injection
lowPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/DeviceRegistrationControllerImpl.java,94,injection
factory.reset.command,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/FactoryResetControllerImpl.java,37,injection
set.timezone.command,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/SettingsControllerImpl.java,50,injection
posix.timezone.strings.json.file,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/TimezoneControllerImpl.java,48,injection
update.seconds.between.requests,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/UpdateControllerImpl.java,65,injection
userAgents.predefinedProfiles.file,eblocker-icapserver/src/main/java/org/eblocker/server/http/controller/impl/UserAgentControllerImpl.java,61,injection
authentication.token.squid.validity.seconds,eblocker-icapserver/src/main/java/org/eblocker/server/http/security/JsonWebTokenHandler.java,51,injection
authentication.token.system.validity.seconds,eblocker-icapserver/src/main/java/org/eblocker/server/http/security/JsonWebTokenHandler.java,52,injection
authentication.token.user.validity.seconds,eblocker-icapserver/src/main/java/org/eblocker/server/http/security/SecurityService.java,82,injection
authentication.token.dashboard.validity.seconds,eblocker-icapserver/src/main/java/org/eblocker/server/http/security/SecurityService.java,83,injection
authentication.passwordReset.validity.seconds,eblocker-icapserver/src/main/java/org/eblocker/server/http/security/SecurityService.java,84,injection
authentication.passwordReset.gracePeriod.seconds,eblocker-icapserver/src/main/java/org/eblocker/server/http/security/SecurityService.java,85,injection
prepare.shutdown.command,eblocker-icapserver/src/main/java/org/eblocker/server/http/security/SecurityService.java,90,injection
authentication.passwordFailed.maxPenalty.seconds,eblocker-icapserver/src/main/java/org/eblocker/server/http/security/SecurityService.java,95,injection
authentication.passwordFailed.penaltyIncrement.seconds,eblocker-icapserver/src/main/java/org/eblocker/server/http/security/SecurityService.java,96,injection
httpPort,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/EblockerHttpsServer.java,183,injection
httpsPort,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/EblockerHttpsServer.java,184,injection
http.server.useSystemOut,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/EblockerHttpsServer.java,185,injection
http.server.maxContentSize,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/EblockerHttpsServer.java,186,injection
network.control.bar.host.name,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/SSLContextHandler.java,89,injection
network.emergency.ip,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/SSLContextHandler.java,90,injection
dns.server.default.local.names,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/SSLContextHandler.java,91,injection
icapserver.keystore.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/SSLContextHandler.java,92,injection
icapserver.keystore.password,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/SSLContextHandler.java,93,injection
icapserver.renewal.keystore.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/SSLContextHandler.java,94,injection
documentRoot,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/StaticFileController.java,68,injection
http.server.aliases.map,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/StaticFileController.java,69,injection
http.server.cacheElementsForSeconds,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/StaticFileController.java,70,injection
network.dashboard.host,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/StaticFileController.java,71,injection
network.https.wizard.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/server/StaticFileController.java,72,injection
parentalControl.redirectPage,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedRequestHandler.java,89,injection
adsTracker.redirectPage,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedRequestHandler.java,90,injection
malware.redirectPage,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedRequestHandler.java,91,injection
whitelisted.redirectPage,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedRequestHandler.java,92,injection
parentalControl.redirect.ip,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedService.java,93,injection
parentalControl.redirect.http.port,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedService.java,94,injection
parentalControl.redirect.https.port,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedService.java,95,injection
parentalControl.redirect.keyStore.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedService.java,96,injection
parentalControl.redirect.keyStore.password,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedService.java,97,injection
parentalControl.redirect.keyManager.cache.maxSize,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedService.java,98,injection
parentalControl.redirect.keyManager.cache.concurrencyLevel,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedService.java,99,injection
parentalControl.redirect.keyManager.default.names,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedService.java,100,injection
nettyBossEventGroupLoop,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedService.java,101,injection
nettyWorkerEventGroupLoop,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedService.java,102,injection
AccessDeniedRequestHandler,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AccessDeniedService.java,104,injection
appmodules.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AppModuleService.java,85,injection
appmodules.id.temp,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AppModuleService.java,86,injection
appmodules.id.user,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AppModuleService.java,87,injection
appmodules.id.autotrust,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/AppModuleService.java,88,injection
highPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DeviceScanningService.java,52,injection
executor.arpSweeper.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DeviceScanningService.java,53,injection
executor.arpSweeper.default.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DeviceScanningService.java,54,injection
environment,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DeviceScanningService.java,55,injection
device.offline.after.seconds,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DeviceService.java,87,injection
diagnostics.report.file,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiagnosticsReportService.java,63,injection
diagnostics.report.command,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiagnosticsReportService.java,64,injection
lowPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiagnosticsReportService.java,65,injection
tmpDir,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiagnosticsReportService.java,68,injection
diagnostics.logfile.system,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiagnosticsReportService.java,69,injection
list.block-devices.command,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiskMountService.java,42,injection
external.disk.mount.command,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiskMountService.java,43,injection
external.disk.unmount.command,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiskMountService.java,44,injection
external.disk.mountpoint,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DiskMountService.java,45,injection
dns.server.stats.days,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/DnsStatisticsService.java,58,injection
unlimitedCachePoolExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/FileSystemWatchService.java,50,injection
lowPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/OpenVpnServerService.java,67,injection
openvpn.server.command,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/OpenVpnServerService.java,69,injection
openvpn.server.port,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/OpenVpnServerService.java,70,injection
openvpn.server.portforwarding.duration.initial,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/OpenVpnServerService.java,71,injection
openvpn.server.portforwarding.duration.use,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/OpenVpnServerService.java,72,injection
openvpn.server.portforwarding.description,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/OpenVpnServerService.java,73,injection
parentalcontrol.filterlists.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ParentalControlFilterListsService.java,68,injection
parentalcontrol.filterlists.file.customercreated.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ParentalControlFilterListsService.java,69,injection
parentalControl.searchEngineConfig.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ParentalControlSearchEngineConfigService.java,53,injection
parentalcontrol.usage.minimumTime,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ParentalControlUsageService.java,79,injection
parentalcontrol.usage.timeOutAutoOff,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ParentalControlUsageService.java,80,injection
recording.default.size,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RecordingService.java,64,injection
recording.default.time,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RecordingService.java,65,injection
recording.recording.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RecordingService.java,66,injection
recording.analysis.handshakes.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RecordingService.java,67,injection
recording.analysis.data.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RecordingService.java,68,injection
registration.availabilityCheck.ping.targets,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RegistrationServiceAvailabilityCheck.java,66,injection
registration.availabilityCheck.http.targets,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RegistrationServiceAvailabilityCheck.java,67,injection
ping.process.command,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RegistrationServiceAvailabilityCheck.java,68,injection
unlimitedCachePoolExecutorService,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RegistrationServiceAvailabilityCheck.java,71,injection
lowPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RegistrationServiceAvailabilityCheck.java,73,injection
license.expiration.warning.threshold.first.reminder,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ReminderService.java,61,injection
license.expiration.warning.nextOffset.min,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ReminderService.java,62,injection
license.expiration.warning.nextOffset.max,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ReminderService.java,63,injection
registration.warning.period,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ReminderService.java,64,injection
squid.ssl.domain.whitelist.acl.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/SSLWhitelistService.java,55,injection
squid.ssl.ip.whitelist.acl.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/SSLWhitelistService.java,56,injection
shutdown.command,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ShutdownService.java,51,injection
reboot.command,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ShutdownService.java,52,injection
project.version,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/SystemStatusService.java,63,injection
highPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/TasksService.java,42,injection
lowPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/TasksService.java,43,injection
unlimitedCachePoolExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/TasksService.java,44,injection
useragent.cache.size,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/UserAgentService.java,48,injection
useragent.regex.browser,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/UserAgentService.java,49,injection
useragent.regex.msie,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/UserAgentService.java,50,injection
parentalControl.standardUser.translation,eblocker-icapserver/src/main/java/org/eblocker/server/http/service/UserService.java,73,injection
filterStore.default.config,eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterManager.java,87,injection
filterStore.cache.directory,eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterManager.java,88,injection
filterStore.cache.file.suffix,eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterManager.java,89,injection
systemKey,eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterManager.java,92,injection
tmpDir,eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterManager.java,93,injection
parentalcontrol.bpjm.filter.file,eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/bpjm/BpjmFilterService.java,47,injection
contentFilter.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/content/ContentFilterManager.java,48,injection
contentFilter.elementHiding.css,eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/content/ContentFilterService.java,46,injection
contentFilter.cache.size,eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/content/ContentFilterService.java,47,injection
icapPort,eblocker-icapserver/src/main/java/org/eblocker/server/icap/server/EblockerIcapServer.java,56,injection
nettyBossEventGroupLoop,eblocker-icapserver/src/main/java/org/eblocker/server/icap/server/EblockerIcapServer.java,57,injection
nettyWorkerEventGroupLoop,eblocker-icapserver/src/main/java/org/eblocker/server/icap/server/EblockerIcapServer.java,58,injection
maxAggregationSize,eblocker-icapserver/src/main/java/org/eblocker/server/icap/server/EblockerIcapServerChannelPipelineFactory.java,42,injection
maxInitialLineLength,eblocker-icapserver/src/main/java/org/eblocker/server/icap/server/EblockerIcapServerChannelPipelineFactory.java,45,injection
maxIcapHeaderSize,eblocker-icapserver/src/main/java/org/eblocker/server/icap/server/EblockerIcapServerChannelPipelineFactory.java,48,injection
maxHttpHeaderSize,eblocker-icapserver/src/main/java/org/eblocker/server/icap/server/EblockerIcapServerChannelPipelineFactory.java,51,injection
maxChunkSize,eblocker-icapserver/src/main/java/org/eblocker/server/icap/server/EblockerIcapServerChannelPipelineFactory.java,54,injection
separationSize,eblocker-icapserver/src/main/java/org/eblocker/server/icap/server/EblockerIcapServerChannelPipelineFactory.java,65,injection
scriptlets.directory,eblocker-icapserver/src/main/java/org/eblocker/server/icap/service/ScriptletService.java,39,injection
requestProcessors,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/TransactionProcessorsConfiguration.java,52,injection
responseProcessors,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/TransactionProcessorsConfiguration.java,53,injection
requestProcessors,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/TransactionProcessorsModule.java,66,injection
responseProcessors,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/TransactionProcessorsModule.java,114,injection
parentalcontrol.bpjm.filter.id,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/BpjmFilterProcessor.java,48,injection
parentalControl.redirectPage,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/BpjmFilterProcessor.java,49,injection
captivePortal.simulate,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/CaptivePortalCheckProcessor.java,137,injection
connection.test.patternblocker.url,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/EBlockerFilterProcessor.java,61,injection
ssl.test.client.script.template,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/InsertClientSslCheckProcessor.java,56,injection
ssl.test.ca.current.endpoint.port,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/InsertClientSslCheckProcessor.java,57,injection
ssl.test.ca.renewal.endpoint.port,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/InsertClientSslCheckProcessor.java,58,injection
toolbarInlayTemplate,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/InsertToolbarProcessor.java,67,injection
toolbarInlayMinJs,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/InsertToolbarProcessor.java,68,injection
toolbarInlayMinCss,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/InsertToolbarProcessor.java,69,injection
malware.filter.redirect.page,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/MalwareFilterProcessor.java,48,injection
malware.filter.redirect.page,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/MalwarePatternFilterProcessor.java,45,injection
filter.mode.plugandplay.enable.advanced.filters,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/PatternFilterStatisticsProcessor.java,41,injection
my.eblocker.localredirect.setup.url-prefix,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/RedirectFromSetupPageProcessor.java,51,injection
my.eblocker.localredirect.setup.path,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/RedirectFromSetupPageProcessor.java,52,injection
network.dashboard.host,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/RedirectFromSetupPageProcessor.java,53,injection
connection.test.routingtest.url,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/RedirectFromSetupPageProcessor.java,54,injection
filter.stats.ignore.first.party,eblocker-icapserver/src/main/java/org/eblocker/server/icap/transaction/processor/filter/PatternBlockerUtils.java,42,injection
network.interface.name,eblocker-icapserver/src/main/java/org/eblocker/server/upnp/NetworkAddressFactoryCustomization.java,40,injection
openvpn.server.portforwarding.upnp.discovery.max.steps,eblocker-icapserver/src/main/java/org/eblocker/server/upnp/UpnpManagementService.java,85,injection
openvpn.server.portforwarding.upnp.discovery.waiting.time,eblocker-icapserver/src/main/java/org/eblocker/server/upnp/UpnpManagementService.java,86,injection
useragent.pattern.NULL,eblocker-icapserver/src/main/package/conf/useragents.properties,1,definition
useragent.ignore.NULL,eblocker-icapserver/src/main/package/conf/useragents.properties,2,definition
useragent.pattern.EMPTY,eblocker-icapserver/src/main/package/conf/useragents.properties,3,definition
useragent.ignore.EMPTY,eblocker-icapserver/src/main/package/conf/useragents.properties,4,definition
MVN_BUILD_VERSION,eblocker-icapserver/src/main/resources/build.properties,1,definition
MVN_BUILD_TIMESTAMP,eblocker-icapserver/src/main/resources/build.properties,2,definition
documentRoot,eblocker-icapserver/src/main/resources/configuration.properties,2,definition
httpPort,eblocker-icapserver/src/main/resources/configuration.properties,4,definition
httpsPort,eblocker-icapserver/src/main/resources/configuration.properties,5,definition
icapPort,eblocker-icapserver/src/main/resources/configuration.properties,6,definition
proxyPort,eblocker-icapserver/src/main/resources/configuration.properties,7,definition
proxyHTTPSPort,eblocker-icapserver/src/main/resources/configuration.properties,8,definition
tmpDir,eblocker-icapserver/src/main/resources/configuration.properties,9,definition
deviceProperties,eblocker-icapserver/src/main/resources/configuration.properties,10,definition
environment,eblocker-icapserver/src/main/resources/configuration.properties,11,definition
events.maximum.number,eblocker-icapserver/src/main/resources/configuration.properties,13,definition
zeroconf.service.default.name,eblocker-icapserver/src/main/resources/configuration.properties,15,definition
network.interface.name,eblocker-icapserver/src/main/resources/configuration.properties,17,definition
network.vpn.interface.name,eblocker-icapserver/src/main/resources/configuration.properties,20,definition
network.vpn.subnet.ip,eblocker-icapserver/src/main/resources/configuration.properties,21,definition
network.vpn.subnet.netmask,eblocker-icapserver/src/main/resources/configuration.properties,22,definition
network.emergency.ip,eblocker-icapserver/src/main/resources/configuration.properties,24,definition
network.emergency.netmask,eblocker-icapserver/src/main/resources/configuration.properties,25,definition
network.dashboard.host,eblocker-icapserver/src/main/resources/configuration.properties,27,definition
network.https.wizard.path,eblocker-icapserver/src/main/resources/configuration.properties,28,definition
network.control.bar.host.name,eblocker-icapserver/src/main/resources/configuration.properties,30,definition
network.control.bar.host.fallback.ip,eblocker-icapserver/src/main/resources/configuration.properties,31,definition
network.control.bar.updater.initial.delay,eblocker-icapserver/src/main/resources/configuration.properties,32,definition
network.control.bar.updater.regular.period,eblocker-icapserver/src/main/resources/configuration.properties,33,definition
network.control.bar.updater.error.period,eblocker-icapserver/src/main/resources/configuration.properties,34,definition
network.control.bar.updater.error.log.threshold,eblocker-icapserver/src/main/resources/configuration.properties,35,definition
network.unix.nameserver.config.read.path,eblocker-icapserver/src/main/resources/configuration.properties,37,definition
network.unix.nameserver.config.write.path,eblocker-icapserver/src/main/resources/configuration.properties,38,definition
network.unix.interfaces.config.path,eblocker-icapserver/src/main/resources/configuration.properties,39,definition
network.unix.dhcpd.config.path,eblocker-icapserver/src/main/resources/configuration.properties,40,definition
network.unix.dhcpd.disable.command,eblocker-icapserver/src/main/resources/configuration.properties,41,definition
network.unix.dhcpd.enable.command,eblocker-icapserver/src/main/resources/configuration.properties,42,definition
network.unix.dhcpd.apply.config.command,eblocker-icapserver/src/main/resources/configuration.properties,43,definition
network.unix.dhclient.leases,eblocker-icapserver/src/main/resources/configuration.properties,44,definition
network.unix.firewall.config.full.path,eblocker-icapserver/src/main/resources/configuration.properties,45,definition
network.unix.firewall.config.delta.path,eblocker-icapserver/src/main/resources/configuration.properties,46,definition
network.unix.firewall.ip6.config.full.path,eblocker-icapserver/src/main/resources/configuration.properties,47,definition
network.unix.firewall.ip6.config.delta.path,eblocker-icapserver/src/main/resources/configuration.properties,48,definition
network.unix.apply.configuration.command,eblocker-icapserver/src/main/resources/configuration.properties,49,definition
network.unix.apply.firewall.configuration.command,eblocker-icapserver/src/main/resources/configuration.properties,50,definition
network.unix.enable.ip6,eblocker-icapserver/src/main/resources/configuration.properties,51,definition
network.unix.ipset.checkSupport.command,eblocker-icapserver/src/main/resources/configuration.properties,52,definition
network.unix.ipset.restore.command,eblocker-icapserver/src/main/resources/configuration.properties,53,definition
network.unix.dhcp.discovery.command,eblocker-icapserver/src/main/resources/configuration.properties,54,definition
network.unix.dhcp.discovery.timeout,eblocker-icapserver/src/main/resources/configuration.properties,55,definition
network.unix.dhcp.dhclientHook.path,eblocker-icapserver/src/main/resources/configuration.properties,56,definition
network.ip.monitor.command,eblocker-icapserver/src/main/resources/configuration.properties,58,definition
network.ip6.ra.router.preference,eblocker-icapserver/src/main/resources/configuration.properties,60,definition
network.ip6.ra.router.lifetime,eblocker-icapserver/src/main/resources/configuration.properties,61,definition
network.ip6.ra.dns.lifetime,eblocker-icapserver/src/main/resources/configuration.properties,62,definition
dns.server.channel.command.flush,eblocker-icapserver/src/main/resources/configuration.properties,64,definition
dns.server.channel.command.update,eblocker-icapserver/src/main/resources/configuration.properties,65,definition
dns.server.default.custom.name.servers,eblocker-icapserver/src/main/resources/configuration.properties,66,definition
dns.server.default.local.names,eblocker-icapserver/src/main/resources/configuration.properties,67,definition
