key,path,line,usage
tor.port,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/firewall/TableGeneratorIp6.java,49,injection
tor.dns.port,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/firewall/TableGeneratorIp6.java,50,injection
tor.mark,eblocker-icapserver/src/main/java/org/eblocker/server/common/network/unix/firewall/TableGeneratorIp6.java,51,injection
unlimitedCachePoolExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/OpenVpnChannel.java,52,injection
start.openvpn.instance.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/OpenVpnClient.java,87,injection
kill.process.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/OpenVpnClient.java,88,injection
unlimitedCachePoolExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/OpenVpnClient.java,96,injection
openvpn.profiles.folder.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/OpenVpnProfileFiles.java,59,injection
vpn.keepalive.ping.target,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/OpenVpnService.java,93,injection
killall.openvpn.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/OpenVpnService.java,94,injection
openvpn.profile.password.mask,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/OpenVpnService.java,96,injection
openvpn.cache.stoppedClientTimeout,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/OpenVpnService.java,97,injection
vpn.iproute2.rttables.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,58,injection
vpn.iproute2.rttables.temp.result.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,59,injection
vpn.iproute2.rttables.name.prefix,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,60,injection
vpn.iproute2.rttables.offset,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,61,injection
vpn.iproute2.rttables.route.min,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,62,injection
vpn.iproute2.rttables.route.max,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,63,injection
vpn.reconfigure.routing.tables.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,64,injection
vpn.reconfigure.policy,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,65,injection
vpn.set.client.route,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,66,injection
vpn.set.client.route.ip6,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,67,injection
vpn.clear.client.route,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/RoutingController.java,68,injection
kill.process.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/VpnKeepAlive.java,57,injection
ping.process.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/VpnKeepAlive.java,58,injection
vpn.keepalive.ping.interval,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/VpnKeepAlive.java,59,injection
vpn.keepalive.ping.noAnswerThreshold,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/VpnKeepAlive.java,60,injection
unlimitedCachePoolExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/VpnKeepAlive.java,61,injection
openvpn.configuration.options.group,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/configuration/OpenVpnConfigurationParser.java,42,injection
openvpn.configuration.options.blacklist,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/configuration/OpenVpnConfigurator.java,57,injection
openvpn.configuration.options.whitelist,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/configuration/OpenVpnConfigurator.java,58,injection
openvpn.configuration.options.file,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/configuration/OpenVpnConfigurator.java,59,injection
openvpn.configuration.default-options,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/configuration/OpenVpnConfigurator.java,60,injection
openvpn.configuration.options.file,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/configuration/OpenVpnFileOptionValidator.java,46,injection
lowPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/connection/MobileConnectionCheckService.java,58,injection
openvpn.server.portforwarding.duration.connectiontest,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/connection/MobileConnectionCheckService.java,62,injection
openvpn.server.port,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/connection/MobileConnectionCheckService.java,63,injection
openvpn.server.portforwarding.description,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/connection/MobileConnectionCheckService.java,64,injection
mobile.connection.check.timeout,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/connection/MobileConnectionCheckTask.java,88,injection
mobile.connection.check.messages,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/connection/MobileConnectionCheckTask.java,89,injection
mobile.connection.check.result.poll.interval,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/connection/MobileConnectionCheckTask.java,90,injection
mobile.connection.check.result.poll.tries,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/connection/MobileConnectionCheckTask.java,91,injection
mobile.connection.check.protocols,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/connection/MobileConnectionCheckTask.java,92,injection
openvpn.server.port,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/connection/MobileConnectionCheckTask.java,93,injection
nettyBossEventGroupLoop,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/connection/MobileConnectionCheckTask.java,96,injection
nettyWorkerEventGroupLoop,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/connection/MobileConnectionCheckTask.java,97,injection
network.vpn.subnet.ip,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/server/OpenVpnAddressListener.java,73,injection
network.vpn.subnet.netmask,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/server/OpenVpnAddressListener.java,74,injection
openvpn.server.ca.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/server/OpenVpnCa.java,90,injection
openvpn.server.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/server/OpenVpnClientConfigurationService.java,52,injection
openvpn.server.client.windows-template,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/server/OpenVpnClientConfigurationService.java,53,injection
openvpn.server.client.unix-template,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/server/OpenVpnClientConfigurationService.java,54,injection
openvpn.server.client.macos-template,eblocker-icapserver/src/main/java/org/eblocker/server/common/openvpn/server/OpenVpnClientConfigurationService.java,55,injection
pagecontext.cache.size,eblocker-icapserver/src/main/java/org/eblocker/server/common/page/PageContextStore.java,37,injection
jedis.pubsub.retry.delay,eblocker-icapserver/src/main/java/org/eblocker/server/common/pubsub/JedisPubSubService.java,39,injection
domainRecorder.binLengthInSeconds,eblocker-icapserver/src/main/java/org/eblocker/server/common/recorder/DomainRequestRecorder.java,49,injection
highPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/recorder/TransactionRecorder.java,81,injection
transactionRecorder.default.size,eblocker-icapserver/src/main/java/org/eblocker/server/common/recorder/TransactionRecorder.java,84,injection
transactionRecorder.default.time,eblocker-icapserver/src/main/java/org/eblocker/server/common/recorder/TransactionRecorder.java,85,injection
transactionRecorder.max.size,eblocker-icapserver/src/main/java/org/eblocker/server/common/recorder/TransactionRecorder.java,86,injection
transactionRecorder.max.time,eblocker-icapserver/src/main/java/org/eblocker/server/common/recorder/TransactionRecorder.java,87,injection
baseurl.my,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,101,injection
registration.backend.url.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,102,injection
baseurl.api,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,103,injection
registration.device.url.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,104,injection
baseurl.my,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,105,injection
registration.tos.url.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,106,injection
registration.device.serialnumber,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,107,injection
registration.device.id,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,108,injection
registration.truststore.resource,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,109,injection
registration.truststore.password,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,110,injection
registration.connection.connectTimeout,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,111,injection
registration.connection.readTimeout,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,112,injection
baseurl.api,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,113,injection
mobile.connection.check.url.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,114,injection
dyndns.ip.update.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,115,injection
mobile.dns.check.url.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,116,injection
project.version,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationClient.java,120,injection
registration.curl.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationLicenseStateImpl.java,38,injection
registration.license.key,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationLicenseStateImpl.java,39,injection
registration.license.cert,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationLicenseStateImpl.java,40,injection
baseurl.apt,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationLicenseStateImpl.java,41,injection
registration.apt.url.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationLicenseStateImpl.java,42,injection
registration.truststore.copy,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationLicenseStateImpl.java,43,injection
systemKey,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationProperties.java,129,injection
registration.properties,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationProperties.java,130,injection
registration.license.key,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationProperties.java,131,injection
registration.license.cert,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationProperties.java,132,injection
registration.truststore.resource,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationProperties.java,133,injection
registration.truststore.password,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationProperties.java,134,injection
registration.truststore.copy,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationProperties.java,135,injection
registration.keySize,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationProperties.java,136,injection
registration.default.type,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationProperties.java,137,injection
registration.warning.period,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationProperties.java,138,injection
registration.lifetime.indicator,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationProperties.java,139,injection
tmpDir,eblocker-icapserver/src/main/java/org/eblocker/server/common/registration/DeviceRegistrationProperties.java,140,injection
executor.appModuleListUpdater.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/AppModuleServiceScheduler.java,27,injection
executor.appModuleListUpdater.fixedDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/AppModuleServiceScheduler.java,28,injection
executor.filter.stats.domain.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/BlockedDomainsWriteScheduler.java,26,injection
executor.filter.stats.domain.fixedDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/BlockedDomainsWriteScheduler.java,27,injection
executor.custom.blocker.update.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/BlockerUpdateScheduler.java,27,injection
executor.custom.blocker.update.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/BlockerUpdateScheduler.java,28,injection
executor.contentFilter.update.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/ContentFilterUpdateScheduler.java,26,injection
executor.contentFilter.update.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/ContentFilterUpdateScheduler.java,27,injection
executor.deviceServiceCacheRefresh.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/DeviceServiceScheduler.java,27,injection
executor.deviceServiceCacheRefresh.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/DeviceServiceScheduler.java,28,injection
executor.dns.gatewayNames.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/DnsGatewayNamesScheduler.java,26,injection
executor.dns.gatewayNames.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/DnsGatewayNamesScheduler.java,27,injection
executor.dns.stats.update.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/DnsStatisticsScheduler.java,28,injection
executor.dns.stats.update.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/DnsStatisticsScheduler.java,29,injection
executor.dynDnsUpdate.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/DynDnsUpdateScheduler.java,27,injection
executor.dynDnsUpdate.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/DynDnsUpdateScheduler.java,28,injection
executor.asynchronousLearner.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/FilterManagerScheduler.java,36,injection
executor.asynchronousLearner.fixedDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/FilterManagerScheduler.java,37,injection
executor.filterStoreUpdater.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/FilterManagerScheduler.java,38,injection
executor.filterStoreUpdater.fixedDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/FilterManagerScheduler.java,39,injection
executor.filter.stats.delete.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/FilterStatisticsDeleteScheduler.java,28,injection
executor.filter.stats.delete.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/FilterStatisticsDeleteScheduler.java,29,injection
executor.filter.stats.update.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/FilterStatisticsUpdateScheduler.java,28,injection
executor.filter.stats.update.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/FilterStatisticsUpdateScheduler.java,29,injection
executor.ip6MulticastPing.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/Ip6MulticastPingScheduler.java,26,injection
executor.ip6MulticastPing.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/Ip6MulticastPingScheduler.java,27,injection
executor.ip6RouterAdvertisement.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/Ip6RouterAdvertiserScheduler.java,27,injection
executor.ip6RouterAdvertisement.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/Ip6RouterAdvertiserScheduler.java,28,injection
executor.ip6RouterAdvertisement.maxRetries,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/Ip6RouterAdvertiserScheduler.java,29,injection
executor.arpValidator.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/IpAdressValidatorScheduler.java,26,injection
executor.arpValidator.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/IpAdressValidatorScheduler.java,27,injection
executor.licenseExpirationCheck.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/LicenseExpirationCheckScheduler.java,27,injection
executor.licenseExpirationCheck.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/LicenseExpirationCheckScheduler.java,28,injection
executor.malware.update.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/MalwareUpdateScheduler.java,27,injection
executor.malware.update.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/MalwareUpdateScheduler.java,28,injection
executor.messageCenterServiceUpdate.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/MessageCenterServiceScheduler.java,27,injection
executor.messageCenterServiceUpdate.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/MessageCenterServiceScheduler.java,28,injection
executor.openVpnServiceCacheCleaner.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/OpenVpnServiceScheduler.java,27,injection
executor.openVpnServiceCacheCleaner.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/OpenVpnServiceScheduler.java,28,injection
executor.parentalControlAccessRestrictionsService.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/PCAccessRestrictionsServiceScheduler.java,28,injection
executor.parentalControlAccessRestrictionsService.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/PCAccessRestrictionsServiceScheduler.java,29,injection
executor.problematicRouterDetection.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/ProblematicRouterDetectionScheduler.java,34,injection
executor.problematicRouterDetection.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/ProblematicRouterDetectionScheduler.java,35,injection
executor.recorded.domains.writer.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/RecordedDomainsWriteScheduler.java,30,injection
executor.recorded.domains.writer.fixedDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/RecordedDomainsWriteScheduler.java,31,injection
executor.sessionPurger.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/SessionPurgerScheduler.java,27,injection
executor.sessionPurger.fixedDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/SessionPurgerScheduler.java,28,injection
executor.startupTask.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/StartupTaskScheduler.java,27,injection
executor.trafficAccounter.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/TrafficAccounterScheduler.java,27,injection
executor.trafficAccounter.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/TrafficAccounterScheduler.java,28,injection
executor.upnpWatchdog.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/UpnpWatchdogScheduler.java,27,injection
executor.upnpWatchdog.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/scheduler/UpnpWatchdogScheduler.java,28,injection
unlimitedCachePoolExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/service/DomainRecordingService.java,41,injection
unlimitedCachePoolExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/service/FeatureServiceSubscriber.java,62,injection
features.enable.ip6,eblocker-icapserver/src/main/java/org/eblocker/server/common/service/FeatureToggleRouter.java,32,injection
filter.stats.days,eblocker-icapserver/src/main/java/org/eblocker/server/common/service/FilterStatisticsService.java,59,injection
squid.cache.log,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidCacheLogReader.java,60,injection
squid.cache.log.reader.sleep,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidCacheLogReader.java,61,injection
unlimitedCachePoolExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidCacheLogReader.java,63,injection
squid.acl.ssl.clients,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,121,injection
squid.acl.tor.clients,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,122,injection
squid.acl.disabled.clients,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,123,injection
squid.acl.filtered.clients,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,124,injection
squid.acl.mobile.clients,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,125,injection
squid.acl.mobile.clients.private.network.access,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,126,injection
squid.vpn.acl.directory.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,127,injection
squid.mime.types.acl.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,128,injection
squid.xForward.domains.acl.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,129,injection
squid.xForward.ips.acl.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,130,injection
squid.xForward.ips,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,131,injection
squid.clear.cert.cache.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,132,injection
squid.config.template.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,133,injection
squid.config.static.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,134,injection
squid.config.ssl.exclusive.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,135,injection
squid.config.noSsl.exclusive.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,136,injection
squid.config.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,137,injection
squid.cache.log,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,138,injection
squid.ssl.ca.key,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,139,injection
squid.ssl.ca.cert,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,140,injection
squid.workers,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,141,injection
network.control.bar.host.name,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,142,injection
network.control.bar.host.fallback.ip,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,143,injection
dns.server.default.local.names,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidConfigController.java,144,injection
squidReconfigure.command,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidReloadingService.java,51,injection
highPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidReloadingService.java,52,injection
squid.config.graceTimeBeforeReload,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidReloadingService.java,54,injection
squid.config.minimumTimeBetweenReloads,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidReloadingService.java,55,injection
squid.ssl.error.backlog.max.age.days,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidWarningService.java,76,injection
squid.ssl.error.ignored,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidWarningService.java,77,injection
executor.squidWarning.startupDelay,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidWarningService.java,78,injection
executor.squidWarning.fixedRate,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidWarningService.java,79,injection
executor.squidWarning.maxRetries,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidWarningService.java,80,injection
lowPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/SquidWarningService.java,84,injection
squid.acl.disabled.clients,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,29,injection
squid.disabled.acl.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,30,injection
squid.acl.mobile.clients,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,36,injection
squid.mobile.acl.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,37,injection
network.vpn.subnet.ip,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,39,injection
network.vpn.subnet.netmask,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,40,injection
squid.acl.mobile.clients.private.network.access,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,48,injection
squid.mobile.private.network.access.acl.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,49,injection
network.vpn.subnet.ip,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,51,injection
network.vpn.subnet.netmask,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,52,injection
squid.acl.ssl.clients,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,60,injection
squid.ssl.acl.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,61,injection
squid.acl.tor.clients,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,67,injection
squid.tor.acl.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,68,injection
squid.acl.filtered.clients,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,74,injection
parentalcontrol.filtered.devices.file.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/squid/acl/SquidAclModule.java,75,injection
ca.keystore.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslService.java,84,injection
ca.keystore.password,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslService.java,85,injection
ca.cert.max.validity.months,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslService.java,86,injection
ca.cert.dn.format,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslService.java,87,injection
ca.key.size,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslService.java,88,injection
ca.renew.weeks,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslService.java,89,injection
ca.renewal.keystore.path,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslService.java,90,injection
lowPrioScheduledExecutor,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslService.java,93,injection
ssl.certificate.friendlyname.length,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslService.java,94,injection
ssl.certificate.friendlyname.fallback,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslService.java,95,injection
ssl.test.ca.current.endpoint.port,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslTestListeners.java,59,injection
ssl.test.ca.renewal.endpoint.port,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslTestListeners.java,60,injection
nettyBossEventGroupLoop,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslTestListeners.java,61,injection
nettyWorkerEventGroupLoop,eblocker-icapserver/src/main/java/org/eblocker/server/common/ssl/SslTestListeners.java,62,injection
